[2024-01-27 05:24:54] ---->itr: 0::::: found: 0::::::::8.000000 - 8.000000 - 8.000000 - 
[2024-01-27 05:25:00] ---->itr: 253::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:00] ---->itr: 254::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 255::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 256::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 257::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 258::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 259::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 260::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 261::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 262::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 263::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 264::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 265::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 266::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 267::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 268::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 269::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 270::::: found: 0::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 271::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 272::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 273::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 274::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 275::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 276::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 277::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 278::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 279::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 280::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 281::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 282::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 283::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 284::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 285::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 286::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 287::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 288::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 289::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 290::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 291::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 292::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 293::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 294::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 295::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 296::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 297::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 298::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 299::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 300::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 301::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 302::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 303::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 304::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 305::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 306::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 307::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 308::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 309::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 310::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 311::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 312::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 313::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:01] ---->itr: 314::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 315::::: found: 1::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 316::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 317::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 318::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 319::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 320::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 321::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 322::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 323::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 324::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 325::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 326::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 327::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 328::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 329::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 330::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 331::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 332::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 333::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 334::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 335::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 336::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 337::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 338::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 339::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 340::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 341::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 342::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 343::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 344::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 345::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 346::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 347::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 348::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 349::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 350::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 351::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 352::::: found: 2::::::::0.500000 - 0.500000 - 1.000000 - 
[2024-01-27 05:25:02] ---->itr: 353::::: found: 2::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 354::::: found: 2::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 355::::: found: 3::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 356::::: found: 3::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 357::::: found: 4::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 358::::: found: 4::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 359::::: found: 5::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 360::::: found: 6::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 361::::: found: 7::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 362::::: found: 7::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 363::::: found: 8::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 364::::: found: 9::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 365::::: found: 10::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 366::::: found: 11::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 367::::: found: 12::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 368::::: found: 12::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 369::::: found: 13::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 370::::: found: 14::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 371::::: found: 15::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 372::::: found: 16::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 373::::: found: 17::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 374::::: found: 18::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 375::::: found: 19::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 376::::: found: 20::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 377::::: found: 21::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 378::::: found: 22::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 379::::: found: 23::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 380::::: found: 23::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 381::::: found: 24::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 382::::: found: 25::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 383::::: found: 26::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 384::::: found: 27::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:02] ---->itr: 385::::: found: 28::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 386::::: found: 29::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 387::::: found: 30::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 388::::: found: 31::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 389::::: found: 32::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 390::::: found: 33::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 391::::: found: 34::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 392::::: found: 35::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 393::::: found: 36::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 394::::: found: 37::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 395::::: found: 38::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 396::::: found: 39::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 397::::: found: 40::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 398::::: found: 41::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 399::::: found: 42::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 400::::: found: 43::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 401::::: found: 44::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 402::::: found: 45::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 403::::: found: 46::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 404::::: found: 47::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 405::::: found: 48::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 406::::: found: 49::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 407::::: found: 50::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 408::::: found: 51::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 409::::: found: 52::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 410::::: found: 53::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 411::::: found: 53::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 412::::: found: 54::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 413::::: found: 54::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 414::::: found: 55::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 415::::: found: 55::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 416::::: found: 56::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 417::::: found: 56::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 418::::: found: 57::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 419::::: found: 57::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 420::::: found: 58::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 421::::: found: 58::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 422::::: found: 59::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 423::::: found: 59::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 424::::: found: 60::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 425::::: found: 60::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 426::::: found: 61::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 427::::: found: 61::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 428::::: found: 62::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 429::::: found: 62::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 430::::: found: 63::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 431::::: found: 63::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 432::::: found: 63::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 433::::: found: 64::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 434::::: found: 64::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 435::::: found: 65::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 436::::: found: 66::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 437::::: found: 67::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 438::::: found: 67::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 439::::: found: 68::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 440::::: found: 69::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 441::::: found: 70::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 442::::: found: 71::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 443::::: found: 72::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 444::::: found: 73::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 445::::: found: 74::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:03] ---->itr: 446::::: found: 75::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 447::::: found: 76::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 448::::: found: 77::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 449::::: found: 78::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 450::::: found: 79::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 451::::: found: 80::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 452::::: found: 81::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 453::::: found: 82::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 454::::: found: 83::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 455::::: found: 84::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 456::::: found: 85::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 457::::: found: 86::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 458::::: found: 87::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 459::::: found: 88::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 460::::: found: 89::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 461::::: found: 90::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 462::::: found: 91::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 463::::: found: 91::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 464::::: found: 92::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 465::::: found: 93::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 466::::: found: 94::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 467::::: found: 94::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 468::::: found: 95::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 469::::: found: 96::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 470::::: found: 97::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 471::::: found: 98::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 472::::: found: 99::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 473::::: found: 100::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 474::::: found: 101::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 475::::: found: 102::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 476::::: found: 103::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 477::::: found: 104::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 478::::: found: 105::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 479::::: found: 106::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 480::::: found: 107::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 481::::: found: 107::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 482::::: found: 108::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 483::::: found: 109::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 484::::: found: 110::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 485::::: found: 110::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 486::::: found: 111::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 487::::: found: 112::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 488::::: found: 113::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 489::::: found: 113::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 490::::: found: 113::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 491::::: found: 114::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 492::::: found: 114::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 493::::: found: 115::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 494::::: found: 115::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 495::::: found: 116::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 496::::: found: 117::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:04] ---->itr: 497::::: found: 118::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 498::::: found: 118::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 499::::: found: 119::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 500::::: found: 119::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 501::::: found: 120::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 502::::: found: 121::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 503::::: found: 122::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 504::::: found: 123::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 505::::: found: 124::::::::0.500000 - 0.500000 - 0.500000 - 
